"SystemCodeNumber","t","Occupancy","Capacity","QueueSmoothed","TrafficLevel","IsSpecialDay","VehicleWeight","price","time","diff"
"Others-CCCPS105a","2016-12-01T14:25:00.000000000","1579","2009","2.0794415416798357","2","0","1.0","11.775683936594024","1752076807248","1"
"Shopping","2016-11-30T15:28:00.000000000","1384","1920","1.3862943611198906","0","0","1.0","12.163980513893279","1752076807248","1"
"Others-CCCPS202","2016-12-01T16:25:00.000000000","1230","2937","1.0986122886681096","0","0","0.5","11.343100832791663","1752076807248","1"
"Others-CCCPS202","2016-12-01T15:58:00.000000000","1302","2937","1.0986122886681096","0","0","0.3","11.21761564382333","1752076807248","1"
"BHMBCCTHL01","2016-12-01T13:58:00.000000000","402","387","1.791759469228055","1","0","1.0","12.284639424536508","1752076807248","1"
"BHMMBMMBX01","2016-12-01T09:25:00.000000000","545","687","1.0986122886681096","0","0","1.0","12.092610365585873","1752076807248","1"
"Others-CCCPS202","2016-12-01T12:25:00.000000000","1445","2937","2.302585092994046","2","0","1.0","11.593291184563077","1752076807248","1"
"BHMNCPHST01","2016-12-01T09:58:00.000000000","688","1200","1.3862943611198906","0","0","1.0","12.01648051389328","1752076807248","1"
"Others-CCCPS8","2016-12-01T12:58:00.000000000","913","1322","2.0794415416798357","1","0","1.0","12.080341043154592","1752076807248","1"
"BHMBCCMKT01","2016-12-01T14:25:00.000000000","173","577","1.3862943611198906","1","0","0.5","10.967973870334642","1752076807248","1"
"Others-CCCPS98","2016-12-01T14:25:00.000000000","1271","3103","1.791759469228055","1","0","1.0","11.655483344024276","1752076807248","1"
"BHMBCCMKT01","2016-12-01T11:58:00.000000000","196","577","1.6094379124341003","1","0","1.0","11.494406997811504","1752076807248","1"
"Broad Street","2016-12-01T11:32:00.000000000","684","690","1.9459101490553132","1","0","1.0","12.314259422353743","1752076807248","1"
"Shopping","2016-12-01T13:25:00.000000000","1586","1920","2.302585092994046","2","0","0.3","11.40233421316369","1752076807248","1"
"Others-CCCPS202","2016-12-01T08:25:00.000000000","749","2937","1.0986122886681096","0","0","0.5","11.17932827576068","1752076807248","1"
"Others-CCCPS119a","2016-12-02T10:02:00.000000000","439","2803","1.3862943611198906","0","0","0.5","11.22476508994275","1752076807248","1"
"Shopping","2016-12-01T12:25:00.000000000","1545","1920","2.302585092994046","2","0","1.0","11.905980046497023","1752076807248","1"
"BHMMBMMBX01","2016-12-02T10:02:00.000000000","603","687","1.3862943611198906","0","0","2.0","13.070876438201866","1752076807248","1"
"BHMNCPNST01","2016-12-01T13:58:00.000000000","381","485","1.791759469228055","1","0","1.0","12.031446744923306","1752076807248","1"
"Others-CCCPS135a","2016-12-01T09:25:00.000000000","2564","3883","1.6094379124341003","0","0","1.0","12.215033146276282","1752076807248","1"
"BHMBCCMKT01","2016-12-02T08:28:00.000000000","24","577","0.6931471805599453","0","0","1.0","11.138168044352764","1752076807248","1"
"BHMNCPHST01","2016-12-01T10:25:00.000000000","758","1200","1.6094379124341003","0","0","2.0","12.936385622883718","1752076807248","1"
"Others-CCCPS119a","2016-12-01T12:25:00.000000000","655","2803","2.1972245773362196","2","0","2.0","12.032290490594617","1752076807248","1"
"Others-CCCPS135a","2016-12-01T11:32:00.000000000","3358","3883","2.0794415416798357","1","0","1.0","12.254516032235745","1752076807248","1"
"BHMBCCTHL01","2016-11-30T15:01:00.000000000","391","387","1.3862943611198906","0","0","0.5","12.078483097872608","1752076807248","1"
"Others-CCCPS105a","2016-12-01T12:25:00.000000000","1522","2009","2.3978952727983707","2","0","1.0","11.906538477613719","1752076807248","1"
"Others-CCCPS98","2016-12-01T08:25:00.000000000","772","3103","1.0986122886681096","0","0","0.5","11.17309763643847","1752076807248","1"
"BHMBCCMKT01","2016-12-01T15:58:00.000000000","123","577","1.0986122886681096","0","0","1.0","11.512477721457106","1752076807248","1"
"Others-CCCPS202","2016-12-01T08:58:00.000000000","955","2937","1.0986122886681096","0","0","2.0","12.374467873990167","1752076807248","1"
"BHMMBMMBX01","2016-12-02T11:01:00.000000000","687","687","1.791759469228055","1","0","1.0","12.245879734614027","1752076807248","1"
"BHMBCCTHL01","2016-12-02T12:01:00.000000000","374","387","2.1972245773362196","2","0","0.3","11.490020557401959","1752076807248","1"
"Others-CCCPS202","2016-12-01T10:58:00.000000000","1428","2937","1.791759469228055","1","0","0.5","11.357090153408716","1752076807248","1"
"Others-CCCPS98","2016-11-30T16:01:00.000000000","986","3103","1.3862943611198906","0","0","1.0","11.76090418990574","1752076807248","1"
"Others-CCCPS202","2016-12-01T12:58:00.000000000","1450","2937","2.302585092994046","2","0","0.3","11.069993601995831","1752076807248","1"
"Others-CCCPS8","2016-12-02T11:01:00.000000000","629","1322","1.9459101490553132","1","0","0.3","11.273749325662301","1752076807248","1"
"Others-CCCPS135a","2016-12-01T12:58:00.000000000","3427","3883","2.4849066497880004","2","0","0.5","11.700018351934949","1752076807248","1"
"Others-CCCPS105a","2016-12-01T11:32:00.000000000","1442","2009","1.9459101490553132","1","0","0.5","11.665725109370861","1752076807248","1"
"Others-CCCPS98","2016-12-02T09:01:00.000000000","905","3103","1.0986122886681096","0","0","1.0","11.590959383135216","1752076807248","1"
"Shopping","2016-12-01T13:58:00.000000000","1573","1920","1.9459101490553132","1","0","1.0","12.14222590786099","1752076807248","1"
"Others-CCCPS8","2016-12-02T10:28:00.000000000","572","1322","1.6094379124341003","0","0","1.0","11.987396717185279","1752076807248","1"
"Shopping","2016-12-01T14:25:00.000000000","1536","1920","1.791759469228055","1","0","1.0","12.045879734614026","1752076807248","1"
"BHMNCPNST01","2016-12-01T08:25:00.000000000","228","485","1.0986122886681096","0","0","1.0","11.76940923711756","1752076807248","1"
"BHMBCCTHL01","2016-12-01T10:58:00.000000000","389","387","1.6094379124341003","1","0","2.0","12.90988691487338","1752076807248","1"
"Others-CCCPS105a","2016-12-01T09:25:00.000000000","1159","2009","1.3862943611198906","0","0","1.0","12.020051112864573","1752076807248","1"
"Others-CCCPS8","2016-12-02T07:55:00.000000000","366","1322","1.0986122886681096","0","0","0.3","11.051159396981557","1752076807248","1"
"Others-CCCPS105a","2016-11-30T15:01:00.000000000","1386","2009","1.6094379124341003","1","0","1.0","11.844614426600327","1752076807248","1"
"BHMMBMMBX01","2016-12-01T16:25:00.000000000","561","687","1.0986122886681096","0","0","1.0","12.115900030796938","1752076807248","1"
"Others-CCCPS119a","2016-12-01T16:25:00.000000000","510","2803","0.6931471805599453","0","0","1.0","11.278521503230383","1752076807248","1"
"Broad Street","2016-12-02T09:01:00.000000000","434","690","1.0986122886681096","0","0","2.0","12.67829165158043","1752076807248","1"
"BHMEURBRD01","2016-12-01T08:05:00.000000000","169","470","1.0986122886681096","0","0","1.0","11.65888061241916","1752076807248","1"
"Shopping","2016-12-01T11:58:00.000000000","1540","1920","1.9459101490553132","1","0","1.0","12.125038407860991","1752076807248","1"
"Others-CCCPS105a","2016-12-01T13:25:00.000000000","1601","2009","2.302585092994046","2","0","1.0","11.898206434003244","1752076807248","1"
"BHMNCPNST01","2016-12-01T10:25:00.000000000","328","485","1.6094379124341003","1","0","1.0","11.831007616010865","1752076807248","1"
"BHMEURBRD01","2016-12-01T08:58:00.000000000","306","470","1.0986122886681096","0","0","1.0","11.950369974121289","1752076807248","1"
"Others-CCCPS119a","2016-12-01T08:05:00.000000000","276","2803","1.0986122886681096","0","0","1.0","11.397772073695453","1752076807248","1"
"Others-CCCPS98","2016-12-02T11:28:00.000000000","1081","3103","1.9459101490553132","1","0","2.0","12.421327617228268","1752076807248","1"
"Shopping","2016-12-01T10:58:00.000000000","1494","1920","1.791759469228055","1","0","1.0","12.024004734614026","1752076807248","1"
"Others-CCCPS8","2016-12-02T12:01:00.000000000","728","1322","2.302585092994046","2","0","0.5","11.27697333318386","1752076807248","1"
"BHMNCPNST01","2016-11-30T15:01:00.000000000","308","485","1.0986122886681096","0","0","1.0","11.934357690725808","1752076807248","1"
"Others-CCCPS98","2016-12-01T10:25:00.000000000","1195","3103","1.6094379124341003","0","0","2.0","12.689830138943442","1752076807248","1"
"Others-CCCPS105a","2016-12-01T08:58:00.000000000","1064","2009","1.0986122886681096","0","0","1.0","11.82892286907273","1752076807248","1"
"Broad Street","2016-12-02T11:01:00.000000000","590","690","1.791759469228055","1","0","0.3","11.575952198382144","1752076807248","1"
"Others-CCCPS8","2016-12-01T12:25:00.000000000","889","1322","2.0794415416798357","1","0","1.0","12.062186731505575","1752076807248","1"
"BHMEURBRD01","2016-11-30T16:01:00.000000000","375","470","1.0986122886681096","0","0","2.0","12.847178484759587","1752076807248","1"
"Broad Street","2016-12-01T08:05:00.000000000","236","690","0.6931471805599453","0","0","1.0","11.43860257578722","1752076807248","1"
"Others-CCCPS8","2016-12-01T14:25:00.000000000","920","1322","1.791759469228055","1","0","1.0","11.941795014493","1752076807248","1"
"BHMNCPNST01","2016-12-01T09:58:00.000000000","298","485","1.0986122886681096","0","0","0.5","11.538739134024777","1752076807248","1"
"BHMEURBRD01","2016-12-01T13:58:00.000000000","464","470","2.0794415416798357","2","0","2.0","12.72695481339311","1752076807248","1"
"BHMBCCMKT01","2016-11-30T14:01:00.000000000","196","577","1.6094379124341003","1","0","0.5","11.119406997811506","1752076807248","1"
"BHMEURBRD01","2016-12-01T09:58:00.000000000","432","470","1.0986122886681096","0","0","2.0","12.968455080504269","1752076807248","1"
"Others-CCCPS135a","2016-12-01T12:25:00.000000000","3403","3883","2.4849066497880004","2","0","1.0","12.068837563884472","1752076807248","1"
"Broad Street","2016-12-02T12:01:00.000000000","624","690","2.302585092994046","2","0","0.3","11.480640372583979","1752076807248","1"
"BHMBCCMKT01","2016-11-30T15:28:00.000000000","132","577","1.0986122886681096","0","0","1.0","11.5280756417344","1752076807248","1"
"BHMNCPHST01","2016-11-30T15:01:00.000000000","807","1200","1.6094379124341003","0","0","1.0","12.22721895621705","1752076807248","1"
"BHMNCPNST01","2016-11-30T14:01:00.000000000","332","485","1.6094379124341003","1","0","1.0","11.839255038691277","1752076807248","1"
"BHMNCPNST01","2016-11-30T16:28:00.000000000","262","485","0.6931471805599453","0","0","1.0","11.636779775846984","1752076807248","1"
"BHMEURBRD01","2016-12-01T15:25:00.000000000","434","470","1.0986122886681096","0","0","0.5","11.847710399653204","1752076807248","1"
"Others-CCCPS119a","2016-12-02T07:55:00.000000000","222","2803","0.6931471805599453","0","0","0.3","10.650774446505444","1752076807248","1"
"Others-CCCPS202","2016-12-02T11:28:00.000000000","1177","2937","1.9459101490553132","1","0","0.5","11.34870413819807","1752076807248","1"
"Others-CCCPS8","2016-12-01T10:58:00.000000000","827","1322","1.6094379124341003","1","0","1.0","11.780286278456082","1752076807248","1"
"BHMEURBRD01","2016-12-02T12:01:00.000000000","418","470","2.1972245773362196","2","0","2.0","12.687973990795768","1752076807248","1"
"Others-CCCPS202","2016-12-01T15:25:00.000000000","1377","2937","1.6094379124341003","1","0","1.0","11.623564717197644","1752076807248","1"
"Others-CCCPS135a","2016-12-01T15:58:00.000000000","2934","3883","1.3862943611198906","0","0","0.3","11.673748519730688","1752076807248","1"
"Others-CCCPS135a","2016-12-02T09:28:00.000000000","2418","3883","1.3862943611198906","0","0","0.3","11.540861576645447","1752076807248","1"
"BHMBCCMKT01","2016-12-01T14:58:00.000000000","168","577","1.3862943611198906","1","0","0.5","10.959308359069478","1752076807248","1"
"Others-CCCPS135a","2016-12-02T07:55:00.000000000","1198","3883","1.0986122886681096","0","0","1.0","11.607830481187003","1752076807248","1"
"Shopping","2016-12-01T09:58:00.000000000","1329","1920","1.3862943611198906","0","0","1.0","12.135334680559946","1752076807248","1"
"Others-CCCPS119a","2016-11-30T14:28:00.000000000","653","2803","1.6094379124341003","1","0","1.0","11.387683636916302","1752076807248","1"
"BHMEURBRD01","2016-12-02T11:28:00.000000000","407","470","2.0794415416798357","2","0","1.0","11.855678217648428","1752076807248","1"
"Others-CCCPS135a","2016-11-30T15:01:00.000000000","3244","3883","1.3862943611198906","0","0","1.0","12.27858369871601","1752076807248","1"
"Others-CCCPS202","2016-12-01T11:58:00.000000000","1449","2937","1.9459101490553132","1","0","1.0","11.816315646539914","1752076807248","1"
"Others-CCCPS135a","2016-12-02T10:28:00.000000000","2834","3883","1.6094379124341003","0","0","2.0","13.034567011844143","1752076807248","1"
"BHMMBMMBX01","2016-12-01T15:58:00.000000000","589","687","1.3862943611198906","1","0","1.0","11.900497981142186","1752076807248","1"
"BHMMBMMBX01","2016-12-01T11:58:00.000000000","593","687","1.9459101490553132","1","0","1.0","12.186128291412663","1752076807248","1"
"Broad Street","2016-12-02T10:28:00.000000000","563","690","1.3862943611198906","0","0","2.0","13.009089209545452","1752076807248","1"
"Others-CCCPS135a","2016-12-01T16:25:00.000000000","2641","3883","1.3862943611198906","0","0","0.5","11.74829139894779","1752076807248","1"
"BHMBCCTHL01","2016-11-30T16:28:00.000000000","353","387","1.0986122886681096","0","0","1.0","12.211450847176433","1752076807248","1"
"BHMBCCTHL01","2016-12-01T14:58:00.000000000","393","387","1.6094379124341003","1","0","1.0","12.170222832186042","1752076807248","1"
"Broad Street","2016-12-01T09:58:00.000000000","628","690","1.3862943611198906","0","0","0.5","11.978292108096177","1752076807248","1"
"Shopping","2016-11-30T14:01:00.000000000","1570","1920","1.791759469228055","1","0","2.0","12.81358806794736","1752076807248","1"
"Broad Street","2016-11-30T15:28:00.000000000","600","690","1.0986122886681096","0","0","0.3","11.64387136172536","1752076807248","1"
"BHMEURBRD01","2016-12-01T16:25:00.000000000","357","470","1.0986122886681096","0","0","1.0","12.058880612419161","1752076807248","1"
"Others-CCCPS119a","2016-11-30T15:01:00.000000000","634","2803","1.3862943611198906","0","0","0.5","11.29433340960026","1752076807248","1"
"Others-CCCPS98","2016-12-02T10:28:00.000000000","1080","3103","1.791759469228055","1","0","1.0","11.593930008542483","1752076807248","1"
"BHMEURBRD01","2016-12-01T08:25:00.000000000","216","470","1.0986122886681096","0","0","1.0","11.75888061241916","1752076807248","1"
"BHMNCPNST01","2016-12-02T07:55:00.000000000","207","485","0.6931471805599453","0","0","1.0","11.523377713991312","1752076807248","1"
"Others-CCCPS119a","2016-12-02T11:01:00.000000000","526","2803","2.1972245773362196","2","0","1.0","11.236268371436573","1752076807248","1"
"Others-CCCPS98","2016-12-01T13:25:00.000000000","1293","3103","2.1972245773362196","2","0","0.5","11.09030581106579","1752076807248","1"
"BHMMBMMBX01","2016-12-01T08:05:00.000000000","422","687","1.3862943611198906","0","0","1.0","12.057412100501722","1752076807248","1"
"BHMNCPHST01","2016-12-02T11:28:00.000000000","744","1200","1.9459101490553132","1","0","2.0","12.692955074527656","1752076807248","1"
"BHMNCPNST01","2016-12-02T11:28:00.000000000","226","485","1.791759469228055","1","0","0.3","11.186859116057326","1752076807248","1"
"Others-CCCPS119a","2016-12-01T08:25:00.000000000","317","2803","1.0986122886681096","0","0","1.0","11.412399258854212","1752076807248","1"
"BHMBCCMKT01","2016-12-02T11:01:00.000000000","155","577","1.6094379124341003","1","0","1.0","11.423349805437155","1752076807248","1"
"Shopping","2016-12-02T09:01:00.000000000","944","1920","1.3862943611198906","0","0","1.0","11.93481384722661","1752076807248","1"
"Broad Street","2016-12-01T14:58:00.000000000","651","690","1.6094379124341003","1","0","1.0","12.098197217086614","1752076807248","1"
"BHMNCPNST01","2016-12-01T14:18:00.000000000","378","485","1.6094379124341003","1","0","1.0","11.93410039951602","1752076807248","1"
"Others-CCCPS98","2016-12-01T16:25:00.000000000","1026","3103","1.3862943611198906","0","0","1.0","11.77379494079198","1752076807248","1"
"BHMBCCMKT01","2016-12-01T13:25:00.000000000","203","577","2.0794415416798357","2","0","1.0","11.341540528205602","1752076807248","1"
"BHMMBMMBX01","2016-11-30T16:28:00.000000000","461","687","1.0986122886681096","0","0","1.0","11.970339623227794","1752076807248","1"
"Broad Street","2016-12-02T09:28:00.000000000","491","690","1.3862943611198906","0","0","1.0","12.154741383458497","1752076807248","1"
"BHMBCCMKT01","2016-11-30T15:01:00.000000000","154","577","1.3862943611198906","1","0","0.3","10.785044927527016","1752076807248","1"
"Others-CCCPS202","2016-12-01T09:25:00.000000000","1118","2937","1.3862943611198906","0","0","0.5","11.448807718523854","1752076807248","1"
"BHMMBMMBX01","2016-12-01T10:58:00.000000000","545","687","1.9459101490553132","2","0","1.0","11.716259295779476","1752076807248","1"
"Others-CCCPS105a","2016-12-01T12:58:00.000000000","1564","2009","2.3978952727983707","2","0","1.0","11.927444400958667","1752076807248","1"
"BHMBCCTHL01","2016-11-30T14:28:00.000000000","393","387","1.6094379124341003","1","0","0.5","11.795222832186044","1752076807248","1"
"BHMBCCMKT01","2016-12-01T08:25:00.000000000","22","577","0.6931471805599453","0","0","0.5","10.759701839846695","1752076807248","1"
"BHMBCCMKT01","2016-12-02T09:01:00.000000000","40","577","1.0986122886681096","0","0","0.3","10.843630234455372","1752076807248","1"
"BHMBCCTHL01","2016-12-01T10:25:00.000000000","369","387","1.3862943611198906","0","0","1.0","12.396635552652969","1752076807248","1"
"Others-CCCPS105a","2016-12-02T09:28:00.000000000","1052","2009","1.3862943611198906","0","0","0.5","11.59179078434292","1752076807248","1"
"BHMNCPNST01","2016-12-01T15:58:00.000000000","331","485","1.3862943611198906","0","0","1.0","12.125621407364068","1752076807248","1"
"Others-CCCPS98","2016-12-01T10:58:00.000000000","1130","3103","1.791759469228055","1","0","1.0","11.610043447150282","1752076807248","1"
"BHMBCCTHL01","2016-12-02T09:01:00.000000000","192","387","1.0986122886681096","0","0","0.5","11.420430175341806","1752076807248","1"
"Others-CCCPS202","2016-12-02T11:01:00.000000000","1132","2937","1.9459101490553132","1","0","0.3","11.183382381303277","1752076807248","1"
"Others-CCCPS98","2016-12-01T12:25:00.000000000","1251","3103","2.3978952727983707","2","0","1.0","11.552105870366313","1752076807248","1"
"BHMBCCMKT01","2016-12-02T11:28:00.000000000","181","577","1.791759469228055","1","0","0.3","11.034571242412987","1752076807248","1"
"BHMBCCTHL01","2016-12-02T07:55:00.000000000","137","387","1.0986122886681096","1","0","0.5","10.878311312292709","1752076807248","1"
"BHMMBMMBX01","2016-12-01T15:25:00.000000000","604","687","1.3862943611198906","1","0","1.0","11.92233204227756","1752076807248","1"
"Others-CCCPS105a","2016-12-01T08:25:00.000000000","928","2009","1.0986122886681096","0","0","1.0","11.761227498241471","1752076807248","1"
"Shopping","2016-12-01T08:58:00.000000000","952","1920","1.3862943611198906","1","0","1.0","11.538980513893279","1752076807248","1"
"Others-CCCPS105a","2016-12-02T07:55:00.000000000","812","2009","1.0986122886681096","0","0","1.0","11.703487329003044","1752076807248","1"
"BHMBCCMKT01","2016-12-01T09:25:00.000000000","47","577","1.0986122886681096","0","0","1.0","11.380761950226603","1752076807248","1"
"Others-CCCPS119a","2016-12-02T09:01:00.000000000","351","2803","1.0986122886681096","0","0","1.0","11.424529119717572","1752076807248","1"
"Shopping","2016-11-30T16:01:00.000000000","1294","1920","1.0986122886681096","0","0","0.3","11.44826447766739","1752076807248","1"
"Others-CCCPS8","2016-12-01T15:58:00.000000000","807","1322","1.3862943611198906","0","0","1.0","12.053585909758128","1752076807248","1"
"Others-CCCPS8","2016-12-02T09:01:00.000000000","443","1322","1.3862943611198906","1","0","0.5","11.00324551641471","1752076807248","1"
"BHMNCPNST01","2016-12-01T08:05:00.000000000","221","485","1.0986122886681096","0","0","2.0","12.504976247426837","1752076807248","1"
"BHMNCPNST01","2016-11-30T15:28:00.000000000","299","485","1.0986122886681096","0","0","1.0","11.91580098969488","1752076807248","1"
"BHMBCCMKT01","2016-12-01T10:58:00.000000000","153","577","1.791759469228055","2","0","0.5","10.736044379328064","1752076807248","1"
"Shopping","2016-11-30T14:28:00.000000000","1538","1920","1.791759469228055","1","0","1.0","12.046921401280695","1752076807248","1"
"BHMEURBRD01","2016-11-30T15:28:00.000000000","403","470","1.0986122886681096","0","0","0.3","11.631752952844694","1752076807248","1"
"BHMEURBRD01","2016-12-01T14:58:00.000000000","447","470","1.6094379124341003","1","0","1.0","12.105782786004283","1752076807248","1"
"Shopping","2016-12-01T15:25:00.000000000","1423","1920","1.3862943611198906","0","0","1.0","12.18429301389328","1752076807248","1"
"Others-CCCPS98","2016-12-01T09:58:00.000000000","1096","3103","1.3862943611198906","0","0","0.5","11.421353754842897","1752076807248","1"
"Others-CCCPS105a","2016-12-02T08:28:00.000000000","894","2009","1.3862943611198906","1","0","1.0","11.488144691759548","1752076807248","1"
"Shopping","2016-11-30T16:28:00.000000000","1109","1920","1.3862943611198906","0","0","1.0","12.020751347226613","1752076807248","1"
"Others-CCCPS105a","2016-11-30T16:01:00.000000000","1227","2009","1.0986122886681096","0","0","1.0","11.910057762054313","1752076807248","1"
"Others-CCCPS202","2016-12-01T14:58:00.000000000","1412","2937","1.791759469228055","1","0","2.0","12.476642417623902","1752076807248","1"
"Others-CCCPS105a","2016-12-01T11:58:00.000000000","1481","2009","1.9459101490553132","1","0","0.5","11.685137752476884","1752076807248","1"
"BHMNCPHST01","2016-12-01T13:58:00.000000000","881","1200","1.9459101490553132","1","0","0.5","11.682121741194322","1752076807248","1"
"Broad Street","2016-11-30T14:28:00.000000000","637","690","1.6094379124341003","1","0","1.0","12.077907362014152","1752076807248","1"
"BHMBCCMKT01","2016-12-02T12:01:00.000000000","197","577","2.0794415416798357","2","0","0.3","10.806141914687403","1752076807248","1"
"Broad Street","2016-12-01T13:58:00.000000000","684","690","1.791759469228055","1","0","0.3","11.712184082440114","1752076807248","1"
"Others-CCCPS135a","2016-12-01T08:25:00.000000000","1595","3883","1.3862943611198906","0","0","2.0","12.603912053081192","1752076807248","1"
"BHMBCCTHL01","2016-12-01T15:58:00.000000000","364","387","1.3862943611198906","0","0","1.0","12.383715656012143","1752076807248","1"
"Others-CCCPS98","2016-12-01T09:25:00.000000000","978","3103","1.0986122886681096","0","0","0.5","11.239485003502601","1752076807248","1"
"BHMNCPHST01","2016-12-01T12:58:00.000000000","880","1200","2.302585092994046","2","0","1.0","11.834625879830355","1752076807248","1"
"Others-CCCPS119a","2016-12-02T11:28:00.000000000","571","2803","2.0794415416798357","2","0","0.5","10.81843108122165","1752076807248","1"
"Others-CCCPS98","2016-12-01T11:58:00.000000000","1219","3103","2.1972245773362196","2","0","1.0","11.441457921926247","1752076807248","1"
"BHMNCPHST01","2016-12-01T15:25:00.000000000","785","1200","1.3862943611198906","0","0","0.5","11.722313847226612","1752076807248","1"
"BHMNCPNST01","2016-12-02T11:01:00.000000000","225","485","1.6094379124341003","1","0","0.5","11.243636481990247","1752076807248","1"
"Broad Street","2016-12-01T15:58:00.000000000","607","690","1.3862943611198906","0","0","1.0","12.322857325487481","1752076807248","1"
"Shopping","2016-12-02T11:28:00.000000000","1375","1920","1.9459101490553132","1","0","1.0","12.03910090786099","1752076807248","1"
"Broad Street","2016-11-30T16:01:00.000000000","559","690","1.0986122886681096","0","0","0.5","11.734451071870286","1752076807248","1"
"Others-CCCPS202","2016-12-01T13:58:00.000000000","1467","2937","1.9459101490553132","1","0","1.0","11.822444349297829","1752076807248","1"
"BHMBCCMKT01","2016-12-02T09:28:00.000000000","58","577","0.6931471805599453","0","0","1.0","11.197093520955884","1752076807248","1"
"Others-CCCPS135a","2016-12-01T13:25:00.000000000","3427","3883","2.302585092994046","2","0","1.0","11.983857573537971","1752076807248","1"
"Others-CCCPS119a","2016-12-01T12:58:00.000000000","660","2803","2.302585092994046","2","0","1.0","11.336754551491673","1752076807248","1"
"BHMMBMMBX01","2016-12-01T10:25:00.000000000","647","687","1.6094379124341003","1","0","1.0","12.096494793189393","1752076807248","1"
"Others-CCCPS98","2016-12-01T15:25:00.000000000","1149","3103","1.3862943611198906","0","0","1.0","11.813433999767165","1752076807248","1"
"Broad Street","2016-12-01T08:25:00.000000000","302","690","1.0986122886681096","0","0","0.3","11.211987303754345","1752076807248","1"
"BHMNCPHST01","2016-12-01T09:25:00.000000000","567","1200","1.0986122886681096","0","0","1.0","11.771806144334054","1752076807248","1"
"BHMEURBRD01","2016-12-01T10:25:00.000000000","455","470","1.3862943611198906","0","0","1.0","12.411232286942923","1752076807248","1"
"BHMNCPNST01","2016-12-01T08:58:00.000000000","245","485","1.0986122886681096","1","0","1.0","11.404460783509311","1752076807248","1"
"Others-CCCPS202","2016-11-30T14:01:00.000000000","1371","2937","1.791759469228055","1","0","1.0","11.712682594675314","1752076807248","1"
"BHMBCCMKT01","2016-11-30T16:01:00.000000000","114","577","1.0986122886681096","1","0","2.0","11.846879801179808","1752076807248","1"
"BHMNCPHST01","2016-12-02T10:02:00.000000000","642","1200","1.3862943611198906","0","0","0.3","11.453147180559945","1752076807248","1"
"BHMMBMMBX01","2016-11-30T16:01:00.000000000","498","687","1.0986122886681096","0","0","0.3","11.49919697402838","1752076807248","1"
"BHMNCPNST01","2016-11-30T14:28:00.000000000","318","485","1.9459101490553132","2","0","1.0","11.578625177620442","1752076807248","1"
"Others-CCCPS105a","2016-12-01T10:25:00.000000000","1419","2009","1.6094379124341003","0","0","0.3","11.736040509228499","1752076807248","1"
"Broad Street","2016-12-01T13:25:00.000000000","676","690","2.1972245773362196","2","0","2.0","12.778322433595646","1752076807248","1"
"Shopping","2016-12-02T10:02:00.000000000","1244","1920","1.6094379124341003","0","0","1.0","12.202635622883717","1752076807248","1"
"BHMMBMMBX01","2016-11-30T14:01:00.000000000","626","687","1.791759469228055","1","0","1.0","12.157087885996852","1752076807248","1"
"Others-CCCPS8","2016-12-01T10:25:00.000000000","772","1322","1.6094379124341003","0","0","1.0","12.138682647593752","1752076807248","1"
"BHMNCPHST01","2016-11-30T14:01:00.000000000","885","1200","1.6094379124341003","1","0","1.0","11.89221895621705","1752076807248","1"
"Others-CCCPS98","2016-12-01T13:58:00.000000000","1304","3103","1.9459101490553132","1","0","2.0","12.493193553419053","1752076807248","1"
"BHMNCPHST01","2016-11-30T14:28:00.000000000","872","1200","1.6094379124341003","1","0","0.5","11.506385622883716","1752076807248","1"
"BHMEURBRD01","2016-12-01T12:58:00.000000000","470","470","2.1972245773362196","2","0","0.5","11.67361228866811","1752076807248","1"
"BHMNCPHST01","2016-12-02T10:28:00.000000000","682","1200","1.3862943611198906","0","0","1.0","12.011480513893279","1752076807248","1"
"BHMNCPHST01","2016-12-02T09:28:00.000000000","535","1200","1.0986122886681096","0","0","1.0","11.745139477667388","1752076807248","1"
"Others-CCCPS119a","2016-12-02T09:28:00.000000000","390","2803","1.0986122886681096","0","0","1.0","11.438442783649075","1752076807248","1"
"Others-CCCPS105a","2016-11-30T15:28:00.000000000","1325","2009","1.6094379124341003","0","0","0.5","11.839251061742186","1752076807248","1"
"BHMBCCTHL01","2016-12-02T09:28:00.000000000","219","387","1.0986122886681096","0","0","1.0","11.865197617202272","1752076807248","1"
"Others-CCCPS98","2016-11-30T14:01:00.000000000","1224","3103","1.791759469228055","1","0","0.5","11.265336711732946","1752076807248","1"
"BHMMBMMBX01","2016-11-30T15:28:00.000000000","553","687","1.0986122886681096","0","0","1.0","12.104255198191405","1752076807248","1"
"BHMMBMMBX01","2016-12-02T11:28:00.000000000","630","687","1.9459101490553132","1","0","1.0","12.239985642213247","1752076807248","1"
"Others-CCCPS135a","2016-12-01T10:58:00.000000000","3317","3883","1.791759469228055","1","0","1.0","12.100116149756959","1752076807248","1"
"Others-CCCPS119a","2016-12-01T09:58:00.000000000","555","2803","1.3862943611198906","0","0","0.5","11.266149321123626","1752076807248","1"
"BHMEURBRD01","2016-12-02T09:28:00.000000000","330","470","1.0986122886681096","0","0","1.0","12.001433803908522","1752076807248","1"
"Others-CCCPS202","2016-11-30T16:28:00.000000000","1130","2937","1.0986122886681096","0","0","1.0","11.684052484136574","1752076807248","1"
